short,iata,longname,lon,lat,alt,wmo,isoilflg,istext,sand,clay,slsoc,slph,slcec,sldbd,depth,isoilbc,sldrain,scolour,met.driver,yeara,yearz,iphen,iage
AMZBR_0117,a0117,Amazon Polygon 0117,-70.5,-6.5,NA,NA,2,8,0.305412541254125,0.315392326732673,0.0216017326732673,4.21839933993399,0.150901402640264,1205.20627062706,K,1,90,16,ERA5_CHIRPS,1981,2019,5,60
AMZBR_0118,a0118,Amazon Polygon 0118,-69.5,-6.5,NA,NA,2,8,0.34921965818152,0.289604052229818,0.0203178301890008,4.18135129314014,0.145573370106932,1184.21751984388,K,1,90,16,ERA5_CHIRPS,1981,2019,5,60
AMZBR_0119,a0119,Amazon Polygon 0119,-68.5,-6.5,NA,NA,2,5,0.348604688763137,0.253696038803557,0.0206685529506871,4.08164915117219,0.167421180274859,1176.0064672595,K,1,90,16,ERA5_CHIRPS,1981,2019,5,60
AMZBR_0120,a0120,Amazon Polygon 0120,-67.5,-6.5,NA,NA,2,5,0.365728348805189,0.260591566985573,0.0227778287695533,4.02753760229251,0.14967491544859,1183.13628939597,K,1,90,16,ERA5_CHIRPS,1981,2019,5,60
AMZBR_0121,a0121,Amazon Polygon 0121,-66.5,-6.5,NA,NA,2,8,0.363994422005904,0.287466842724147,0.0256279680184059,4.03136513463336,0.162374574213007,1172.78109534152,K,1,90,16,ERA5_CHIRPS,1981,2019,5,60
AMZBR_0122,a0122,Amazon Polygon 0122,-65.5,-6.5,NA,NA,2,8,0.289125427594071,0.328168757126568,0.0314795515013303,3.91022424933485,0.261543139490688,1155.68985176739,K,1,90,16,ERA5_CHIRPS,1981,2019,5,40
AMZBR_0123,a0123,Amazon Polygon 0123,-64.5,-6.5,NA,NA,2,8,0.249266584145497,0.284162360328903,0.020971189741879,4.08993166317843,0.14584038391267,1174.72197515196,K,1,90,16,ERA5_CHIRPS,1981,2019,5,40
AMZBR_0124,a0124,Amazon Polygon 0124,-63.5,-6.5,NA,NA,2,7,0.196579547290917,0.275370295899876,0.0199282736771132,4.11996596514939,0.150321114510502,1171.63357395483,K,1,90,16,ERA5_CHIRPS,1981,2019,5,40
AMZBR_0125,a0125,Amazon Polygon 0125,-62.5,-6.5,NA,NA,2,5,0.244662535410765,0.274032577903683,0.0191499291784703,4.13445467422096,0.117794971671388,1159.95042492918,K,1,90,16,ERA5_CHIRPS,1981,2019,5,40
AMZBR_0126,a0126,Amazon Polygon 0126,-61.5,-6.5,NA,NA,2,3,0.560114285714286,0.1922,0.0275228571428571,3.88285714285714,0.1474,1111.71428571429,K,1,90,16,ERA5_CHIRPS,1981,2019,5,120
AMZBR_0127,a0127,Amazon Polygon 0127,-60.5,-6.5,NA,NA,2,8,0.388485111813259,0.358129854186806,0.0245543343694118,3.92201855126991,0.129592882908742,1138.78255735462,K,1,90,16,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0128,a0128,Amazon Polygon 0128,-59.5,-6.5,NA,NA,2,8,0.329346531302876,0.337793570219966,0.0191165143824027,4.04602368866328,0.109199323181049,1143.87140439932,K,1,90,16,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0129,a0129,Amazon Polygon 0129,-58.5,-6.5,NA,NA,2,8,0.401046897022193,0.331684073736919,0.0208013602676036,4.02297069725274,0.107369580881748,1162.37055629501,K,1,90,16,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0130,a0130,Amazon Polygon 0130,-57.5,-6.5,NA,NA,2,8,0.402082448308531,0.329085118646906,0.0205117771282756,4.05679704007993,0.120642426752595,1147.70319656278,K,1,90,16,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0131,a0131,Amazon Polygon 0131,-56.5,-6.5,NA,NA,2,8,0.403477622136805,0.311749766298696,0.0207805693787863,4.07391789389225,0.135365797214032,1141.82167733301,K,1,90,15,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0132,a0132,Amazon Polygon 0132,-55.5,-6.5,NA,NA,2,8,0.315060023085802,0.307880723355137,0.021293420546364,4.02181608310889,0.15152558676414,1134.78260869565,K,1,90,15,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0133,a0133,Amazon Polygon 0133,-54.5,-6.5,NA,NA,2,5,0.472456509042975,0.232519024079735,0.0184966023346652,4.39294157816014,0.120887602741927,1139.14116702345,K,1,90,15,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0134,a0134,Amazon Polygon 0134,-53.5,-6.5,NA,NA,2,5,0.433865380282771,0.260146140656473,0.020582968267837,4.68518820884446,0.114179586990585,1161.35344960581,K,1,90,15,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0135,a0135,Amazon Polygon 0135,-52.5,-6.5,NA,NA,2,8,0.398,0.302,0.0219,4.7,0.106,1170,K,1,90,15,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0136,a0136,Amazon Polygon 0136,-51.5,-6.5,NA,NA,2,8,0.399,0.3,0.0223,4.7,0.11,1200,K,1,90,15,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0137,a0137,Amazon Polygon 0137,-50.5,-6.5,NA,NA,2,8,0.375477076859613,0.293679840673366,0.0243680114404698,4.8353155320134,0.117020456632055,1162.96801551463,K,1,90,15,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0138,a0138,Amazon Polygon 0138,-49.5,-6.5,NA,NA,2,8,0.41,0.305,0.0195,4.9,0.102,1240,K,1,90,14,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0139,a0139,Amazon Polygon 0139,-48.5,-6.5,NA,NA,2,8,0.438,0.295,0.0163,5,0.084,1250,K,1,90,14,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0140,a0140,Amazon Polygon 0140,-72.5,-5.5,NA,NA,2,8,0.316631318267378,0.293731070052168,0.0212564050324336,4.03435012014072,0.133540200221238,1204.23283989838,K,1,90,16,ERA5_CHIRPS,1981,2019,5,60
AMZBR_0141,a0141,Amazon Polygon 0141,-71.5,-5.5,NA,NA,2,8,0.261831067264059,0.331674853274107,0.0242969500923943,4.13961911542858,0.144168750466063,1175.89916503948,K,1,90,16,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0142,a0142,Amazon Polygon 0142,-70.5,-5.5,NA,NA,2,8,0.343382487520799,0.321202787021631,0.0223361064891847,4.14968801996672,0.135537853577371,1182.25457570715,K,1,90,16,ERA5_CHIRPS,1981,2019,5,120
AMZBR_0143,a0143,Amazon Polygon 0143,-69.5,-5.5,NA,NA,2,8,0.274067385416902,0.372217615069417,0.0230286438385721,4.12630420864217,0.1318701219462,1184.8735444809,K,1,90,16,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0144,a0144,Amazon Polygon 0144,-68.5,-5.5,NA,NA,2,8,0.376389945078158,0.339515842839037,0.0280085762568652,4.00566117448247,0.167994930291508,1190.59146599071,K,1,90,16,ERA5_CHIRPS,1981,2019,5,120
AMZBR_0145,a0145,Amazon Polygon 0145,-67.5,-5.5,NA,NA,2,8,0.356222727272727,0.306647159090909,0.0269543181818182,4.03232954545455,0.150550568181818,1144.60227272727,K,1,90,16,ERA5_CHIRPS,1981,2019,5,60
AMZBR_0146,a0146,Amazon Polygon 0146,-66.5,-5.5,NA,NA,2,8,0.371920323009405,0.315239792837457,0.0268064244874011,4.08748153937897,0.153513564625017,1163.25080116365,K,1,90,16,ERA5_CHIRPS,1981,2019,5,60
AMZBR_0147,a0147,Amazon Polygon 0147,-65.5,-5.5,NA,NA,2,8,0.320175685557587,0.328858500914077,0.0264373126142596,4.2209689213894,0.152609140767825,1175.46252285192,K,1,90,16,ERA5_CHIRPS,1981,2019,5,120
AMZBR_0148,a0148,Amazon Polygon 0148,-64.5,-5.5,NA,NA,2,17,0.19,0.501,0.0244,4.1,0.15,1180,K,1,90,16,ERA5_CHIRPS,1981,2019,5,120
AMZBR_0149,a0149,Amazon Polygon 0149,-63.5,-5.5,NA,NA,2,17,0.151,0.531,0.021,4.2,0.148,1180,K,1,90,16,ERA5_CHIRPS,1981,2019,5,60
AMZBR_0150,a0150,Amazon Polygon 0150,-62.5,-5.5,NA,NA,2,7,0.162319696146734,0.283881096617385,0.02113330578884,4.10775040297384,0.137642820829614,1171.37074442068,K,1,90,16,ERA5_CHIRPS,1981,2019,5,60
AMZBR_0151,a0151,Amazon Polygon 0151,-61.5,-5.5,NA,NA,2,17,0.231,0.456,0.0193,4,0.114,1170,K,1,90,16,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0152,a0152,Amazon Polygon 0152,-60.5,-5.5,NA,NA,2,8,0.341970195896916,0.374434081407434,0.020952469499411,3.94210630242548,0.116940004238079,1151.01613736737,K,1,90,16,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0153,a0153,Amazon Polygon 0153,-59.5,-5.5,NA,NA,2,8,0.232390243902439,0.348792682926829,0.0172573170731707,4.04268292682927,0.110219512195122,1142.19512195122,K,1,90,16,ERA5_CHIRPS,1981,2019,5,40
AMZBR_0154,a0154,Amazon Polygon 0154,-58.5,-5.5,NA,NA,2,8,0.367328599477271,0.346718543401378,0.0163035298076339,4.16878166280633,0.105175781723714,1141.87391642773,K,1,90,16,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0155,a0155,Amazon Polygon 0155,-57.5,-5.5,NA,NA,2,8,0.357098701250047,0.3620339573164,0.0193660672959784,4.19626448101776,0.112960418923554,1149.06354993779,K,1,90,16,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0156,a0156,Amazon Polygon 0156,-56.5,-5.5,NA,NA,2,8,0.34612741653184,0.3127191263931,0.0202685715388804,4.02263168324212,0.137436727117829,1138.13882752506,K,1,90,15,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0157,a0157,Amazon Polygon 0157,-55.5,-5.5,NA,NA,2,8,0.278051742100947,0.33339098713427,0.0196052091300199,4.09188828089866,0.140839386752368,1140.87748074938,K,1,90,15,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0158,a0158,Amazon Polygon 0158,-54.5,-5.5,NA,NA,2,8,0.39464608371322,0.283622461665976,0.0203793203481144,4.24243680066308,0.117186904268545,1158.15167840862,K,1,90,15,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0159,a0159,Amazon Polygon 0159,-53.5,-5.5,NA,NA,2,8,0.394302088079942,0.287042205311682,0.0185841949886112,4.44558374069444,0.104233757115698,1159.35239376196,K,1,90,15,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0160,a0160,Amazon Polygon 0160,-52.5,-5.5,NA,NA,2,8,0.398610950414417,0.285193127551434,0.0168288526619137,4.49620860509732,0.0943560255317985,1160.68634924208,K,1,90,15,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0161,a0161,Amazon Polygon 0161,-51.5,-5.5,NA,NA,2,8,0.422262532563853,0.301807108592407,0.0167985824585007,4.4886403343559,0.0944742243282384,1159.71514316469,K,1,90,15,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0162,a0162,Amazon Polygon 0162,-50.5,-5.5,NA,NA,2,8,0.370207576953433,0.318092344119968,0.0235119968429361,4.78003157063931,0.117884767166535,1167.6637726914,K,1,90,15,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0163,a0163,Amazon Polygon 0163,-49.5,-5.5,NA,NA,2,8,0.428,0.3,0.0182,4.7,0.096,1200,K,1,90,14,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0164,a0164,Amazon Polygon 0164,-48.5,-5.5,NA,NA,2,8,0.449983009708738,0.306681692094313,0.018595665742025,4.73065187239945,0.0946463245492372,1188.93203883495,K,1,90,14,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0165,a0165,Amazon Polygon 0165,-71.5,-4.5,NA,NA,2,17,0.172,0.46,0.0438,4.2,0.119,1180,K,1,90,16,ERA5_CHIRPS,1981,2019,5,60
AMZBR_0166,a0166,Amazon Polygon 0166,-70.5,-4.5,NA,NA,2,7,0.180844339539162,0.326875672395628,0.0378916021208374,4.25120446069311,0.119021785409909,1183.58017266654,K,1,90,16,ERA5_CHIRPS,1981,2019,5,60
AMZBR_0167,a0167,Amazon Polygon 0167,-69.5,-4.5,NA,NA,2,8,0.273516734693877,0.343818775510204,0.0231362448979592,4.19681632653061,0.121054285714286,1186.53469387755,K,1,90,16,ERA5_CHIRPS,1981,2019,5,60
AMZBR_0168,a0168,Amazon Polygon 0168,-68.5,-4.5,NA,NA,2,8,0.342060798209623,0.358166728832525,0.0194925400969787,4.27907497202536,0.12147034688549,1193.32711674748,K,1,90,16,ERA5_CHIRPS,1981,2019,5,60
AMZBR_0169,a0169,Amazon Polygon 0169,-67.5,-4.5,NA,NA,2,8,0.348771046735434,0.306365616648273,0.0239883688631256,4.10847593744122,0.141212122899216,1154.67484644238,K,1,90,16,ERA5_CHIRPS,1981,2019,5,60
AMZBR_0170,a0170,Amazon Polygon 0170,-66.5,-4.5,NA,NA,2,8,0.324960698490132,0.3012612351484,0.0265792256374342,4.20402743720121,0.142542745427422,1141.99287086459,K,1,90,16,ERA5_CHIRPS,1981,2019,5,60
AMZBR_0171,a0171,Amazon Polygon 0171,-65.5,-4.5,NA,NA,2,8,0.282513583441138,0.297124838292367,0.0212324062095731,3.95873221216041,0.128265847347995,1179.42432082794,K,1,90,16,ERA5_CHIRPS,1981,2019,5,60
AMZBR_0172,a0172,Amazon Polygon 0172,-64.5,-4.5,NA,NA,2,7,0.19746709470305,0.290691813804173,0.01776886035313,3.97512038523274,0.137132423756019,1192.31942215088,K,1,90,16,ERA5_CHIRPS,1981,2019,5,40
AMZBR_0173,a0173,Amazon Polygon 0173,-63.5,-4.5,NA,NA,2,7,0.126954475308642,0.292680941358025,0.0181841820987654,3.78769290123457,0.126659722222222,1189.32098765432,K,1,90,16,ERA5_CHIRPS,1981,2019,5,60
AMZBR_0174,a0174,Amazon Polygon 0174,-62.5,-4.5,NA,NA,2,4,0.163475716064757,0.273605230386052,0.0177661270236613,4.15230386052304,0.136013698630137,1161.02117061021,K,1,90,16,ERA5_CHIRPS,1981,2019,5,40
AMZBR_0175,a0175,Amazon Polygon 0175,-61.5,-4.5,NA,NA,2,7,0.13280727212721,0.302809712941324,0.0262820949943889,3.94619143567497,0.113322670499445,1165.89946168109,K,1,90,16,ERA5_CHIRPS,1981,2019,5,60
AMZBR_0176,a0176,Amazon Polygon 0176,-60.5,-4.5,NA,NA,2,7,0.179919421487603,0.312974690082645,0.0183882747933884,4.09395661157025,0.127867768595041,1160.86260330579,K,1,90,16,ERA5_CHIRPS,1981,2019,5,60
AMZBR_0177,a0177,Amazon Polygon 0177,-59.5,-4.5,NA,NA,2,8,0.336,0.318,0.0166,4.1,0.105,1190,K,1,90,16,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0178,a0178,Amazon Polygon 0178,-58.5,-4.5,NA,NA,2,8,0.321262204059056,0.375463295514598,0.0144652699143677,4.09469339482078,0.104014310235251,1156.80443887106,K,1,90,16,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0179,a0179,Amazon Polygon 0179,-57.5,-4.5,NA,NA,2,8,0.415331305303557,0.366601371168554,0.0171815995710085,4.11656375020538,0.104339695117783,1157.63684320586,K,1,90,16,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0180,a0180,Amazon Polygon 0180,-56.5,-4.5,NA,NA,2,8,0.355593315895006,0.393720972354411,0.0162704985607786,4.19262089454544,0.105047794626876,1155.94914097185,K,1,90,16,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0181,a0181,Amazon Polygon 0181,-55.5,-4.5,NA,NA,2,8,0.333254551700447,0.356485056681553,0.0200386808656819,4.18979732050842,0.100683613878392,1147.5334936448,K,1,90,16,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0182,a0182,Amazon Polygon 0182,-54.5,-4.5,NA,NA,2,8,0.36203836952556,0.363111520041128,0.0200708210486965,4.38380479003491,0.0977894594579951,1168.20588858607,K,1,90,15,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0183,a0183,Amazon Polygon 0183,-53.5,-4.5,NA,NA,2,8,0.412961517904864,0.307752004275788,0.0185749331908071,4.39567076429717,0.0942057723142704,1164.0994120791,K,1,90,15,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0184,a0184,Amazon Polygon 0184,-52.5,-4.5,NA,NA,2,8,0.411855537435268,0.337758914280448,0.0158014482785004,4.33425209540328,0.10255163071051,1179.34930849609,K,1,90,15,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0185,a0185,Amazon Polygon 0185,-51.5,-4.5,NA,NA,2,8,0.407422168172342,0.365154968728284,0.016791000694927,4.45868658790827,0.101891938846421,1185.28492008339,K,1,90,15,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0186,a0186,Amazon Polygon 0186,-50.5,-4.5,NA,NA,2,8,0.441613636363636,0.297163961038961,0.0201332792207792,4.79350649350649,0.102337662337662,1174.59415584416,K,1,90,15,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0187,a0187,Amazon Polygon 0187,-49.5,-4.5,NA,NA,2,8,0.444267904509284,0.319212201591512,0.0194294429708223,4.61007957559682,0.0989336870026525,1171.29973474801,K,1,90,15,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0188,a0188,Amazon Polygon 0188,-48.5,-4.5,NA,NA,2,6,0.472237000640531,0.301920428836852,0.0192040664945198,4.53387164472268,0.081042653742603,1191.18135010809,K,1,90,15,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0189,a0189,Amazon Polygon 0189,-47.5,-4.5,NA,NA,2,5,0.382,0.245,0.0164,4.9,0.075,1240,K,1,90,15,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0190,a0190,Amazon Polygon 0190,-46.5,-4.5,NA,NA,2,8,0.439428484011334,0.358171322892075,0.0173332375996905,4.93920405875888,0.0900584877584942,1245.42093411732,K,1,90,14,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0191,a0191,Amazon Polygon 0191,-45.5,-4.5,NA,NA,2,5,0.448,0.259,0.0159,5.2,0.081,1250,K,1,90,14,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0192,a0192,Amazon Polygon 0192,-69.5,-3.5,NA,NA,2,5,0.318452568295237,0.27335013367275,0.0429284412195275,4.30292278054564,0.131592159120715,1180.0924575863,K,1,90,16,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0193,a0193,Amazon Polygon 0193,-68.5,-3.5,NA,NA,2,8,0.289615166039776,0.302296043277158,0.0243809465206284,4.28969269797309,0.112370333047237,1179.8274509834,K,1,90,16,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0194,a0194,Amazon Polygon 0194,-67.5,-3.5,NA,NA,2,8,0.2700686321647,0.311963459336089,0.0251306205205177,4.14459388065387,0.133479905527406,1150.91269511748,K,1,90,16,ERA5_CHIRPS,1981,2019,5,30
AMZBR_0195,a0195,Amazon Polygon 0195,-66.5,-3.5,NA,NA,2,8,0.302732084799917,0.317106665959767,0.0257642142408992,4.19155826315183,0.137826048525465,1135.74955305385,K,1,90,16,ERA5_CHIRPS,1981,2019,5,60
